subtipo_hecho,latitud,longitud,peso
HURTO,-6.78,-79.6,1
HURTO,-6.78,-78.57,1
HURTO,-6.77,-79.97,2
HURTO,-6.77,-79.92,1
HURTO,-6.77,-79.88,1
HURTO,-6.77,-79.87,16
HURTO,-6.77,-79.86,26
HURTO,-6.77,-79.85,52
HURTO,-6.77,-79.84,277
HURTO,-6.77,-79.83,6032
HURTO,-6.77,-79.82,7
HURTO,-6.77,-79.81,1
HURTO,-6.77,-79.8,2
HURTO,-6.77,-79.79,2
HURTO,-6.77,-79.78,4
HURTO,-6.77,-79.77,93
HURTO,-6.77,-79.69,1
HURTO,-6.77,-78.6,1
HURTO,-6.77,-76.82,1
HURTO,-6.76,-79.97,2
HURTO,-6.76,-79.95,22
HURTO,-6.76,-79.87,9
HURTO,-6.76,-79.86,43
HURTO,-6.76,-79.85,38
HURTO,-6.76,-79.84,176
HURTO,-6.76,-79.83,1347
HURTO,-6.76,-79.82,17
HURTO,-6.76,-79.78,1
HURTO,-6.76,-79.71,109
HURTO,-6.75,-79.87,1
HURTO,-6.75,-79.86,12
HURTO,-6.75,-79.85,20
HURTO,-6.75,-79.84,66
HURTO,-6.75,-79.83,19
HURTO,-6.75,-79.82,6
HURTO,-6.75,-79.81,1
HURTO,-6.75,-79.77,1
HURTO,-6.75,-79.71,1
HURTO,-6.75,-79.7,2
HURTO,-6.75,-79.48,4
HURTO,-6.75,-78.53,1
HURTO,-6.75,-77.92,1
HURTO,-6.74,-79.88,1
HURTO,-6.74,-79.87,1
HURTO,-6.74,-79.84,2
HURTO,-6.74,-79.83,1
HURTO,-6.74,-79.82,2
HURTO,-6.74,-79.81,1
HURTO,-6.74,-79.8,1
HURTO,-6.74,-79.74,1
HURTO,-6.74,-79.7,3
HURTO,-6.74,-79.64,75
HURTO,-6.74,-79.63,6
HURTO,-6.74,-79.54,4
HURTO,-6.74,-76.71,2
HURTO,-6.74,-76.4,1
HURTO,-6.73,-79.85,1
HURTO,-6.73,-79.81,1
HURTO,-6.73,-79.76,2
HURTO,-6.73,-79.65,3
HURTO,-6.73,-79.64,3
HURTO,-6.73,-79.63,7
HURTO,-6.72,-79.91,531
HURTO,-6.72,-79.81,2
HURTO,-6.72,-79.77,8
HURTO,-6.72,-79.74,2
HURTO,-6.72,-79.46,32
HURTO,-6.71,-79.92,1
HURTO,-6.71,-79.91,4
HURTO,-6.71,-79.9,10
HURTO,-6.71,-79.79,38
HURTO,-6.71,-79.77,2
HURTO,-6.71,-79.75,2
HURTO,-6.71,-79.05,1
HURTO,-6.71,-78.61,10
HURTO,-6.71,-76.6,1
HURTO,-6.7,-79.91,11
HURTO,-6.7,-79.9,21
HURTO,-6.7,-79.58,1
HURTO,-6.7,-76.2,1
HURTO,-6.69,-79.7,1
HURTO,-6.69,-79.67,1
HURTO,-6.69,-76.21,2
HURTO,-6.69,-76.13,1
HURTO,-6.68,-79.9,1
HURTO,-6.68,-78.52,4
HURTO,-6.67,-79.78,1
HURTO,-6.66,-79.37,1
HURTO,-6.65,-79.79,1
HURTO,-6.65,-79.33,1
HURTO,-6.65,-76.52,1
HURTO,-6.64,-79.8,3
HURTO,-6.64,-79.79,4
HURTO,-6.64,-79.78,1
HURTO,-6.64,-79.39,6
HURTO,-6.64,-79.38,1
HURTO,-6.64,-78.97,11
HURTO,-6.63,-79.82,47
HURTO,-6.63,-79.8,3
HURTO,-6.63,-79.79,1
HURTO,-6.63,-79.78,2
HURTO,-6.63,-79.67,9
HURTO,-6.63,-79.41,1
HURTO,-6.63,-79.29,1
HURTO,-6.63,-78.95,1
HURTO,-6.63,-78.94,1
HURTO,-6.63,-76.61,1
HURTO,-6.62,-79.3,1
HURTO,-6.62,-78.95,3
HURTO,-6.62,-76.35,5
HURTO,-6.61,-78.93,1
HURTO,-6.61,-76.69,1
HURTO,-6.6,-79.8,272
HURTO,-6.6,-76.66,11
HURTO,-6.59,-78.66,1
HURTO,-6.59,-76.53,1
HURTO,-6.58,-79.41,1
HURTO,-6.58,-78.87,1
HURTO,-6.58,-76.32,2
HURTO,-6.57,-78.65,1
HURTO,-6.57,-76.14,1
HURTO,-6.56,-79.85,46
HURTO,-6.56,-78.66,1
HURTO,-6.56,-78.65,74
HURTO,-6.56,-76.33,1
HURTO,-6.56,-76.26,5
HURTO,-6.56,-75.64,1
HURTO,-6.55,-80.01,1
HURTO,-6.55,-79.96,1
HURTO,-6.55,-79.95,2
HURTO,-6.55,-79.86,2
HURTO,-6.55,-76.53,3
HURTO,-6.54,-80.02,3
HURTO,-6.54,-80.01,1
HURTO,-6.54,-79.96,53
HURTO,-6.54,-79.94,1
HURTO,-6.54,-78.32,1
HURTO,-6.53,-76.49,2
HURTO,-6.53,-76.3,1
HURTO,-6.52,-79.86,1
HURTO,-6.52,-79.85,41
HURTO,-6.52,-76.35,113
HURTO,-6.52,-76.03,3
HURTO,-6.51,-79.9,1
HURTO,-6.51,-79.89,3
HURTO,-6.51,-79.86,6
HURTO,-6.51,-79.85,8
HURTO,-6.51,-77.83,5
HURTO,-6.51,-77.25,1
HURTO,-6.51,-76.74,1
HURTO,-6.51,-76.43,1
HURTO,-6.51,-76.42,2
HURTO,-6.51,-76.39,1
HURTO,-6.51,-76.37,3
HURTO,-6.51,-76.36,1
HURTO,-6.51,-76.35,1
HURTO,-6.5,-79.87,2
HURTO,-6.5,-79.86,1
HURTO,-6.5,-79.85,1
HURTO,-6.5,-78.14,2
HURTO,-6.5,-77.5,1
HURTO,-6.5,-76.39,2
HURTO,-6.5,-76.38,2
HURTO,-6.5,-76.37,3
HURTO,-6.5,-76.34,1
HURTO,-6.49,-79.86,1
HURTO,-6.49,-78.97,2
HURTO,-6.49,-76.39,1
HURTO,-6.49,-76.38,6
HURTO,-6.49,-76.37,7
HURTO,-6.49,-76.36,6
HURTO,-6.49,-76.35,5
HURTO,-6.49,-76.34,1
HURTO,-6.48,-79.86,1
HURTO,-6.48,-79.84,29
HURTO,-6.48,-79.83,1
HURTO,-6.48,-79.82,1
HURTO,-6.48,-78.89,1
HURTO,-6.48,-77.82,1
HURTO,-6.48,-77.81,1
HURTO,-6.48,-76.51,2
HURTO,-6.48,-76.39,8
HURTO,-6.48,-76.38,202
HURTO,-6.48,-76.37,2
HURTO,-6.48,-76.36,1
HURTO,-6.47,-79.86,3
HURTO,-6.47,-79.85,1
HURTO,-6.47,-79.83,1
HURTO,-6.47,-79.63,41
HURTO,-6.47,-76.44,5
HURTO,-6.47,-76.41,2
HURTO,-6.47,-76.4,7
HURTO,-6.47,-76.39,1
HURTO,-6.47,-76.38,1
HURTO,-6.47,-76.37,1
HURTO,-6.47,-76.35,1
HURTO,-6.46,-79.17,3
HURTO,-6.46,-77.44,2
HURTO,-6.46,-76.45,1
HURTO,-6.46,-76.38,2
HURTO,-6.45,-78.96,3
HURTO,-6.45,-77.46,1
HURTO,-6.45,-76.79,1
HURTO,-6.45,-76.49,1
HURTO,-6.45,-76.47,3
HURTO,-6.45,-76.36,436
HURTO,-6.44,-79.94,1
HURTO,-6.44,-77.87,2
HURTO,-6.44,-76.58,1
HURTO,-6.44,-76.52,18
HURTO,-6.44,-76.48,1
HURTO,-6.44,-76.47,4
HURTO,-6.43,-79.83,29
HURTO,-6.43,-77.56,5
HURTO,-6.43,-77.43,1
HURTO,-6.42,-78.12,1
HURTO,-6.42,-77.82,1
HURTO,-6.42,-76.53,1
HURTO,-6.42,-76.52,10
HURTO,-6.42,-76.51,5
HURTO,-6.41,-78.95,1
HURTO,-6.41,-77.88,1
HURTO,-6.41,-77.35,10
HURTO,-6.41,-76.6,2
HURTO,-6.41,-76.59,2
HURTO,-6.41,-76.58,1
HURTO,-6.41,-76.41,1
HURTO,-6.4,-78.85,1
HURTO,-6.39,-79.82,3
HURTO,-6.39,-78.81,1
HURTO,-6.39,-78.61,1
HURTO,-6.39,-76.66,3
HURTO,-6.39,-76.64,4
HURTO,-6.39,-76.63,6
HURTO,-6.39,-76.44,3
HURTO,-6.38,-78.82,60
HURTO,-6.38,-78.81,5
HURTO,-6.38,-78.66,1
HURTO,-6.37,-78.81,1
HURTO,-6.37,-77.91,1
HURTO,-6.37,-77.44,4
HURTO,-6.36,-79.03,2
HURTO,-6.36,-76.78,1
HURTO,-6.36,-76.77,2
HURTO,-6.36,-76.23,3
HURTO,-6.35,-79.83,54
HURTO,-6.35,-79.01,4
HURTO,-6.35,-77.86,1
HURTO,-6.35,-77.57,8
HURTO,-6.34,-77.96,1
HURTO,-6.34,-76.47,3
HURTO,-6.33,-77.68,1
HURTO,-6.32,-78.7,2
HURTO,-6.32,-76.28,2
HURTO,-6.31,-78.73,1
HURTO,-6.31,-78.7,1
HURTO,-6.31,-78.13,3
HURTO,-6.31,-78.09,1
HURTO,-6.3,-77.97,1
HURTO,-6.3,-77.75,1
HURTO,-6.29,-77.97,3
HURTO,-6.29,-77.49,1
HURTO,-6.28,-79.61,1
HURTO,-6.28,-76.8,17
HURTO,-6.27,-79.61,4
HURTO,-6.27,-79.07,6
HURTO,-6.27,-76.77,2
HURTO,-6.26,-78.54,9
HURTO,-6.26,-76.14,1
HURTO,-6.25,-77.9,90
HURTO,-6.25,-77.75,1
HURTO,-6.25,-76.03,1
HURTO,-6.24,-79.32,5
HURTO,-6.24,-78.27,1
HURTO,-6.24,-77.87,4
HURTO,-6.24,-75.84,1
HURTO,-6.23,-78.71,1
HURTO,-6.23,-78.33,3
HURTO,-6.23,-77.87,11
HURTO,-6.23,-77.86,1
HURTO,-6.23,-77.73,5
HURTO,-6.22,-78.31,1
HURTO,-6.22,-77.87,1
HURTO,-6.22,-76.28,1
HURTO,-6.21,-79.7,1
HURTO,-6.21,-78.32,2
HURTO,-6.21,-77.33,2
HURTO,-6.21,-76.82,1
HURTO,-6.2,-78.31,1
HURTO,-6.2,-78.3,1
HURTO,-6.2,-76.94,17
HURTO,-6.2,-74.45,2
HURTO,-6.19,-79.71,1
HURTO,-6.19,-78.32,1
HURTO,-6.19,-77.93,3
HURTO,-6.19,-76.32,2
HURTO,-6.17,-79.49,4
HURTO,-6.17,-78.94,2
HURTO,-6.17,-78.7,2
HURTO,-6.17,-77.94,2
HURTO,-6.17,-77.71,4
HURTO,-6.17,-77.11,81
HURTO,-6.16,-79.72,2
HURTO,-6.16,-79.61,1
HURTO,-6.16,-78.4,1
HURTO,-6.16,-77.14,2
HURTO,-6.15,-79.72,4
HURTO,-6.15,-79.71,17
HURTO,-6.15,-78.69,1
HURTO,-6.15,-76.27,1
HURTO,-6.14,-79.52,1
HURTO,-6.14,-77.95,1
HURTO,-6.14,-77.1,9
HURTO,-6.13,-78.41,21
HURTO,-6.12,-78.44,1
HURTO,-6.12,-76.28,2
HURTO,-6.12,-76.27,3
HURTO,-6.11,-79.61,85
HURTO,-6.11,-77.92,3
HURTO,-6.11,-76.27,5
HURTO,-6.1,-78.85,1
HURTO,-6.1,-78.42,6
HURTO,-6.1,-76.72,1
HURTO,-6.1,-76.26,2
HURTO,-6.09,-78.87,2
HURTO,-6.09,-77.1,4
HURTO,-6.08,-79.11,11
HURTO,-6.08,-77.95,1
HURTO,-6.08,-77.09,2
HURTO,-6.08,-76.83,1
HURTO,-6.07,-77.31,15
HURTO,-6.07,-77.16,1
HURTO,-6.06,-80.19,7
HURTO,-6.06,-78.41,1
HURTO,-6.06,-77.18,135
HURTO,-6.06,-77.17,2
HURTO,-6.05,-79.78,92
HURTO,-6.05,-79.68,1
HURTO,-6.05,-78.4,2
HURTO,-6.05,-76.97,5
HURTO,-6.04,-79.13,3
HURTO,-6.04,-77.19,1
HURTO,-6.04,-77.1,1
HURTO,-6.04,-77.07,1
HURTO,-6.04,-77.06,1
HURTO,-6.04,-77.05,1
HURTO,-6.04,-76.98,11
HURTO,-6.04,-76.97,18
HURTO,-6.03,-77.07,5
HURTO,-6.03,-77.06,1
HURTO,-6.03,-76.99,2
HURTO,-6.03,-76.98,10
HURTO,-6.03,-76.97,25
HURTO,-6.03,-76.96,6
HURTO,-6.03,-76.95,304
HURTO,-6.03,-75.87,1
HURTO,-6.02,-78.53,1
HURTO,-6.02,-77.08,1
HURTO,-6.02,-77.05,9
HURTO,-6.02,-76.99,3
HURTO,-6.02,-76.98,2
HURTO,-6.02,-76.97,1
HURTO,-6.02,-76.96,1
HURTO,-6.01,-77.94,2
HURTO,-6.01,-77.26,2
HURTO,-6.01,-77.25,1
HURTO,-6.01,-77.18,1
HURTO,-6.01,-77.0,1
HURTO,-6.01,-76.24,2
HURTO,-6.0,-77.88,1
HURTO,-6.0,-77.0,1
HURTO,-5.99,-79.75,9
HURTO,-5.99,-77.97,2
HURTO,-5.99,-77.28,5
HURTO,-5.99,-77.27,2
HURTO,-5.98,-77.28,1
HURTO,-5.98,-77.26,39
HURTO,-5.98,-77.17,6
HURTO,-5.98,-77.03,6
HURTO,-5.98,-77.01,1
HURTO,-5.97,-78.63,1
HURTO,-5.97,-77.94,1
HURTO,-5.97,-77.03,8
HURTO,-5.96,-77.98,1
HURTO,-5.96,-77.32,159
HURTO,-5.96,-77.3,2
HURTO,-5.96,-77.29,9
HURTO,-5.95,-78.98,2
HURTO,-5.95,-78.02,13
HURTO,-5.95,-77.98,5
HURTO,-5.95,-77.83,1
HURTO,-5.95,-77.34,1
HURTO,-5.95,-77.33,1
HURTO,-5.95,-77.31,7
HURTO,-5.95,-77.3,16
HURTO,-5.95,-77.29,1
HURTO,-5.95,-77.28,1
HURTO,-5.94,-77.98,2
HURTO,-5.94,-77.36,2
HURTO,-5.94,-77.32,2
HURTO,-5.94,-77.31,29
HURTO,-5.94,-77.3,7
HURTO,-5.94,-77.28,1
HURTO,-5.94,-77.23,14
HURTO,-5.93,-77.32,4
HURTO,-5.93,-77.31,9
HURTO,-5.93,-77.23,1
HURTO,-5.92,-79.75,1
HURTO,-5.92,-77.35,1
HURTO,-5.92,-77.32,2
HURTO,-5.92,-76.12,1
HURTO,-5.91,-78.5,1
HURTO,-5.91,-77.32,5
HURTO,-5.91,-76.13,2
HURTO,-5.91,-76.12,1
HURTO,-5.91,-76.11,1
HURTO,-5.91,-76.1,1
HURTO,-5.9,-76.12,3
HURTO,-5.9,-76.11,15
HURTO,-5.9,-76.1,2
HURTO,-5.89,-78.26,1
HURTO,-5.89,-76.13,4
HURTO,-5.89,-76.12,7
HURTO,-5.89,-76.11,16
HURTO,-5.89,-76.1,2
HURTO,-5.88,-77.19,1
HURTO,-5.88,-77.12,1
HURTO,-5.88,-76.13,2
HURTO,-5.88,-76.12,3
HURTO,-5.86,-78.37,1
HURTO,-5.86,-78.36,1
HURTO,-5.86,-77.34,1
HURTO,-5.85,-76.16,285
HURTO,-5.84,-79.14,3
HURTO,-5.84,-78.76,1
HURTO,-5.83,-78.76,1
HURTO,-5.83,-78.75,3
HURTO,-5.83,-78.28,1
HURTO,-5.83,-77.1,4
HURTO,-5.82,-78.81,1
HURTO,-5.82,-78.01,3
HURTO,-5.82,-77.97,3
HURTO,-5.82,-77.39,1
HURTO,-5.82,-77.38,1
HURTO,-5.81,-77.4,6
HURTO,-5.81,-77.39,5
HURTO,-5.81,-77.38,3
HURTO,-5.81,-77.33,20
HURTO,-5.8,-77.61,4
HURTO,-5.8,-77.4,4
HURTO,-5.79,-78.79,1
HURTO,-5.79,-77.42,2
HURTO,-5.78,-78.44,421
HURTO,-5.78,-77.44,1
HURTO,-5.78,-77.43,1
HURTO,-5.78,-77.32,1
HURTO,-5.77,-80.87,1
HURTO,-5.77,-80.86,1
HURTO,-5.77,-78.8,1
HURTO,-5.77,-78.45,1
HURTO,-5.77,-78.42,1
HURTO,-5.77,-77.5,10
HURTO,-5.76,-80.86,1
HURTO,-5.76,-78.79,2
HURTO,-5.76,-78.45,3
HURTO,-5.76,-78.44,18
HURTO,-5.76,-78.43,4
HURTO,-5.75,-78.79,2
HURTO,-5.75,-78.69,1
HURTO,-5.75,-78.67,2
HURTO,-5.75,-78.45,18
HURTO,-5.75,-78.43,2
HURTO,-5.74,-78.79,7
HURTO,-5.74,-78.43,3
HURTO,-5.74,-77.84,1
HURTO,-5.74,-77.5,11
HURTO,-5.74,-76.59,1
HURTO,-5.73,-80.85,1
HURTO,-5.73,-78.8,2
HURTO,-5.73,-77.53,2
HURTO,-5.72,-78.81,2
HURTO,-5.72,-78.8,6
HURTO,-5.72,-78.78,1
HURTO,-5.71,-78.93,1
HURTO,-5.71,-78.82,1
HURTO,-5.71,-78.81,10
HURTO,-5.71,-78.8,15
HURTO,-5.71,-78.47,1
HURTO,-5.7,-78.81,6
HURTO,-5.7,-78.8,3
HURTO,-5.69,-78.81,1
HURTO,-5.69,-78.78,922
HURTO,-5.69,-78.36,24
HURTO,-5.68,-79.61,1
HURTO,-5.68,-79.09,1
HURTO,-5.67,-78.78,2
HURTO,-5.67,-78.49,1
HURTO,-5.66,-78.86,4
HURTO,-5.66,-78.83,1
HURTO,-5.66,-78.5,1
HURTO,-5.65,-79.09,1
HURTO,-5.65,-78.88,1
HURTO,-5.65,-78.4,2
HURTO,-5.64,-78.91,4
HURTO,-5.64,-78.56,1
HURTO,-5.64,-78.55,1
HURTO,-5.64,-78.54,8
HURTO,-5.64,-78.53,44
HURTO,-5.64,-78.52,8
HURTO,-5.63,-78.85,1
HURTO,-5.63,-78.55,1
HURTO,-5.63,-78.54,4
HURTO,-5.63,-78.53,13
HURTO,-5.62,-78.91,1
HURTO,-5.62,-78.53,111
HURTO,-5.62,-78.45,1
HURTO,-5.61,-78.68,27
HURTO,-5.61,-78.44,1
HURTO,-5.6,-78.58,7
HURTO,-5.6,-78.55,1
HURTO,-5.59,-78.86,1
HURTO,-5.59,-78.55,1
HURTO,-5.59,-78.4,10
HURTO,-5.57,-80.81,1
HURTO,-5.56,-80.82,97
HURTO,-5.55,-80.8,1
HURTO,-5.51,-79.51,8
HURTO,-5.5,-78.82,1
HURTO,-5.46,-80.81,1
HURTO,-5.46,-80.77,7
HURTO,-5.46,-80.7,22
HURTO,-5.45,-80.81,1
HURTO,-5.45,-78.83,1
HURTO,-5.44,-80.81,1
HURTO,-5.44,-80.75,2
HURTO,-5.44,-80.32,2
HURTO,-5.44,-79.77,1
HURTO,-5.44,-79.66,1
HURTO,-5.44,-73.78,20
HURTO,-5.43,-80.75,7
HURTO,-5.43,-78.97,1
HURTO,-5.43,-78.57,1
HURTO,-5.42,-80.78,1
HURTO,-5.41,-80.77,5
HURTO,-5.41,-80.74,1
HURTO,-5.4,-80.75,1
HURTO,-5.4,-80.74,16
HURTO,-5.4,-80.73,1
HURTO,-5.39,-80.76,1
HURTO,-5.39,-80.73,51
HURTO,-5.39,-78.97,6
HURTO,-5.39,-78.91,1
HURTO,-5.39,-78.39,6
HURTO,-5.38,-80.77,1
HURTO,-5.38,-80.74,1
HURTO,-5.38,-80.61,2
HURTO,-5.38,-79.82,1
HURTO,-5.38,-79.61,1
HURTO,-5.38,-78.61,2
HURTO,-5.37,-80.61,2
HURTO,-5.37,-79.6,1
HURTO,-5.36,-79.02,1
HURTO,-5.35,-80.72,4
HURTO,-5.35,-80.71,4
HURTO,-5.35,-80.61,1
HURTO,-5.34,-80.71,7
HURTO,-5.34,-79.43,1
HURTO,-5.34,-78.83,8
HURTO,-5.33,-80.71,3
HURTO,-5.33,-80.66,1
HURTO,-5.33,-80.64,9
HURTO,-5.33,-80.61,1
HURTO,-5.32,-80.71,1
HURTO,-5.32,-80.66,6
HURTO,-5.31,-80.72,1
HURTO,-5.31,-80.62,2
HURTO,-5.31,-79.96,6
HURTO,-5.31,-79.86,3
HURTO,-5.31,-79.41,1
HURTO,-5.31,-79.28,1
HURTO,-5.3,-80.69,1
HURTO,-5.3,-79.38,2
HURTO,-5.3,-78.9,1
HURTO,-5.29,-80.62,3
HURTO,-5.29,-78.81,1
HURTO,-5.29,-76.28,1
HURTO,-5.28,-80.71,2
HURTO,-5.28,-80.68,2
HURTO,-5.28,-80.61,3
HURTO,-5.27,-80.68,27
HURTO,-5.27,-80.67,58
HURTO,-5.27,-80.66,1
HURTO,-5.27,-78.78,4
HURTO,-5.27,-78.77,1
HURTO,-5.26,-80.7,1
HURTO,-5.26,-80.68,9
HURTO,-5.26,-80.67,7
HURTO,-5.26,-80.66,1
HURTO,-5.25,-80.65,1
HURTO,-5.25,-79.61,2
HURTO,-5.25,-78.78,1
HURTO,-5.24,-80.66,1
HURTO,-5.24,-79.45,12
HURTO,-5.23,-80.67,1
HURTO,-5.23,-80.66,3
HURTO,-5.23,-80.65,1
HURTO,-5.23,-80.63,1
HURTO,-5.23,-80.62,4
HURTO,-5.23,-80.61,695
HURTO,-5.23,-80.1,17
HURTO,-5.23,-79.32,8
HURTO,-5.22,-80.63,3
HURTO,-5.22,-80.62,19
HURTO,-5.21,-80.65,11
HURTO,-5.21,-80.64,4
HURTO,-5.21,-80.63,1
HURTO,-5.21,-80.62,6
HURTO,-5.21,-80.6,1
HURTO,-5.21,-80.09,2
HURTO,-5.2,-80.66,5
HURTO,-5.2,-80.65,7
HURTO,-5.2,-80.64,37
HURTO,-5.2,-80.63,132
HURTO,-5.2,-80.62,12
HURTO,-5.2,-80.6,2
HURTO,-5.2,-79.97,15
HURTO,-5.2,-78.36,3
HURTO,-5.19,-80.67,3
HURTO,-5.19,-80.66,16
HURTO,-5.19,-80.65,45
HURTO,-5.19,-80.64,154
HURTO,-5.19,-80.63,332
HURTO,-5.19,-80.62,12
HURTO,-5.19,-80.61,6
HURTO,-5.19,-80.6,14
HURTO,-5.19,-80.59,9
HURTO,-5.19,-80.58,6
HURTO,-5.19,-80.57,3
HURTO,-5.19,-79.97,2
HURTO,-5.19,-79.77,2
HURTO,-5.19,-79.53,8
HURTO,-5.18,-80.68,1
HURTO,-5.18,-80.67,448
HURTO,-5.18,-80.66,28
HURTO,-5.18,-80.65,58
HURTO,-5.18,-80.64,57
HURTO,-5.18,-80.63,45
HURTO,-5.18,-80.62,15
HURTO,-5.18,-80.61,2
HURTO,-5.18,-80.59,4
HURTO,-5.18,-80.56,1
HURTO,-5.18,-79.97,1
HURTO,-5.18,-79.89,1
HURTO,-5.17,-80.68,1
HURTO,-5.17,-80.67,1
HURTO,-5.17,-80.66,19
HURTO,-5.17,-80.65,1176
HURTO,-5.17,-80.64,11
HURTO,-5.17,-80.63,25
HURTO,-5.17,-80.62,2
HURTO,-5.17,-80.57,2
HURTO,-5.17,-80.19,1
HURTO,-5.17,-80.15,1
HURTO,-5.17,-80.14,1
HURTO,-5.16,-80.67,3
HURTO,-5.16,-80.66,1
HURTO,-5.16,-80.65,17
HURTO,-5.16,-80.64,4
HURTO,-5.16,-80.63,3
HURTO,-5.16,-80.62,4
HURTO,-5.16,-80.57,2
HURTO,-5.16,-80.5,1
HURTO,-5.16,-80.23,1
HURTO,-5.16,-78.29,1
HURTO,-5.15,-80.67,1
HURTO,-5.15,-80.66,5
HURTO,-5.15,-80.65,1
HURTO,-5.15,-80.63,2
HURTO,-5.15,-80.62,1
HURTO,-5.15,-79.43,1
HURTO,-5.15,-79.01,2
HURTO,-5.15,-79.0,11
HURTO,-5.15,-78.34,5
HURTO,-5.14,-81.17,1
HURTO,-5.14,-80.64,1
HURTO,-5.14,-80.63,1
HURTO,-5.14,-80.2,110
HURTO,-5.14,-79.02,1
HURTO,-5.14,-79.01,2
HURTO,-5.14,-79.0,64
HURTO,-5.14,-78.99,1
HURTO,-5.13,-81.17,1
HURTO,-5.13,-80.64,1
HURTO,-5.13,-79.9,1
HURTO,-5.12,-81.13,1
HURTO,-5.12,-80.6,1
HURTO,-5.12,-79.35,1
HURTO,-5.11,-80.71,2
HURTO,-5.11,-80.66,1
HURTO,-5.11,-80.5,1
HURTO,-5.11,-80.17,1
HURTO,-5.1,-81.12,1
HURTO,-5.1,-81.11,1
HURTO,-5.1,-81.1,4
HURTO,-5.1,-81.08,1
HURTO,-5.1,-80.2,1
HURTO,-5.1,-80.17,2
HURTO,-5.1,-80.16,6
HURTO,-5.1,-80.13,1
HURTO,-5.09,-81.12,4
HURTO,-5.09,-81.11,120
HURTO,-5.09,-81.1,22
HURTO,-5.09,-81.09,4
HURTO,-5.09,-80.6,2
HURTO,-5.09,-80.21,1
HURTO,-5.09,-80.2,1
HURTO,-5.09,-80.16,8
HURTO,-5.09,-80.15,2
HURTO,-5.09,-80.12,1
HURTO,-5.09,-78.91,1
HURTO,-5.09,-78.76,3
HURTO,-5.08,-81.12,4
HURTO,-5.08,-81.11,5
HURTO,-5.08,-81.08,1
HURTO,-5.07,-81.07,1
HURTO,-5.07,-80.6,1
HURTO,-5.07,-79.77,1
HURTO,-5.06,-80.63,1
HURTO,-5.06,-80.14,3
HURTO,-5.06,-73.85,2
HURTO,-5.05,-80.16,1
HURTO,-5.05,-80.13,1
HURTO,-5.05,-79.64,3
HURTO,-5.04,-80.7,1
HURTO,-5.04,-80.61,1
HURTO,-5.03,-81.06,1
HURTO,-5.03,-80.63,2
HURTO,-5.03,-80.19,1
HURTO,-5.02,-80.7,1
HURTO,-5.01,-81.06,2
HURTO,-5.01,-81.05,1
HURTO,-5.01,-80.62,1
HURTO,-5.01,-80.21,1
HURTO,-5.0,-81.07,2
HURTO,-5.0,-81.06,1
HURTO,-5.0,-79.85,1
HURTO,-4.99,-81.07,1
HURTO,-4.99,-80.7,1
HURTO,-4.99,-80.19,1
HURTO,-4.99,-78.94,10
HURTO,-4.96,-80.56,1
HURTO,-4.95,-80.7,1
HURTO,-4.95,-80.67,1
HURTO,-4.95,-80.29,78
HURTO,-4.94,-80.83,2
HURTO,-4.94,-80.7,1
HURTO,-4.94,-80.34,2
HURTO,-4.93,-80.7,4
HURTO,-4.93,-80.35,3
HURTO,-4.93,-80.34,24
HURTO,-4.92,-80.98,1
HURTO,-4.92,-80.92,2
HURTO,-4.92,-80.73,495
HURTO,-4.92,-80.69,2
HURTO,-4.92,-80.66,5
HURTO,-4.92,-80.34,4
HURTO,-4.92,-80.33,1
HURTO,-4.92,-80.31,1
HURTO,-4.92,-80.03,1
HURTO,-4.91,-81.06,1
HURTO,-4.91,-80.96,2
HURTO,-4.91,-80.8,1
HURTO,-4.91,-80.74,1
HURTO,-4.91,-80.73,1
HURTO,-4.91,-80.72,1
HURTO,-4.91,-80.7,8
HURTO,-4.91,-80.69,3
HURTO,-4.91,-80.68,9
HURTO,-4.91,-80.67,6
HURTO,-4.91,-80.45,1
HURTO,-4.91,-80.33,1
HURTO,-4.9,-81.05,37
HURTO,-4.9,-80.82,4
HURTO,-4.9,-80.72,1
HURTO,-4.9,-80.7,28
HURTO,-4.9,-80.69,14
HURTO,-4.9,-80.68,14
HURTO,-4.9,-80.67,2
HURTO,-4.89,-81.15,1
HURTO,-4.89,-80.7,1
HURTO,-4.89,-80.69,12
HURTO,-4.89,-80.68,42
HURTO,-4.89,-80.67,9
HURTO,-4.89,-80.66,1
HURTO,-4.88,-81.02,2
HURTO,-4.88,-80.95,2
HURTO,-4.88,-80.84,1
HURTO,-4.88,-80.8,1
HURTO,-4.88,-80.71,2
HURTO,-4.88,-80.7,16
HURTO,-4.88,-80.67,1
HURTO,-4.87,-81.02,1
HURTO,-4.87,-80.71,2
HURTO,-4.87,-80.66,1
HURTO,-4.87,-80.65,1
HURTO,-4.87,-78.02,12
HURTO,-4.86,-81.07,1
HURTO,-4.86,-81.06,6
HURTO,-4.86,-80.94,2
HURTO,-4.86,-80.77,1
HURTO,-4.86,-80.69,4
HURTO,-4.86,-80.68,30
HURTO,-4.86,-80.32,1
HURTO,-4.85,-80.91,1
HURTO,-4.85,-80.88,5
HURTO,-4.85,-80.87,3
HURTO,-4.85,-80.86,5
HURTO,-4.85,-80.84,1
HURTO,-4.85,-80.79,1
HURTO,-4.85,-80.76,1
HURTO,-4.85,-80.69,1
HURTO,-4.85,-80.68,2
