subtipo_hecho,latitud,longitud,peso
HURTO,-11.88,-76.44,1
HURTO,-11.88,-75.38,1
HURTO,-11.88,-75.36,2
HURTO,-11.88,-75.32,1
HURTO,-11.88,-75.29,1
HURTO,-11.88,-75.15,6
HURTO,-11.87,-77.13,2
HURTO,-11.87,-77.08,1104
HURTO,-11.87,-77.07,4
HURTO,-11.87,-77.03,1
HURTO,-11.87,-77.02,4
HURTO,-11.87,-77.01,4
HURTO,-11.87,-76.64,1
HURTO,-11.87,-76.52,1
HURTO,-11.87,-75.43,1
HURTO,-11.87,-75.37,1
HURTO,-11.87,-75.31,2
HURTO,-11.87,-75.29,1
HURTO,-11.86,-77.13,3
HURTO,-11.86,-77.1,1
HURTO,-11.86,-77.09,2
HURTO,-11.86,-77.08,6
HURTO,-11.86,-77.07,6
HURTO,-11.86,-77.05,1
HURTO,-11.86,-77.04,1
HURTO,-11.86,-77.01,1
HURTO,-11.86,-77.0,1
HURTO,-11.86,-76.65,35
HURTO,-11.86,-76.12,1
HURTO,-11.86,-75.41,1
HURTO,-11.86,-75.35,1
HURTO,-11.85,-77.14,1
HURTO,-11.85,-77.13,1
HURTO,-11.85,-77.12,1
HURTO,-11.85,-77.09,1
HURTO,-11.85,-77.08,2
HURTO,-11.85,-77.07,1
HURTO,-11.85,-77.06,1
HURTO,-11.85,-77.01,1
HURTO,-11.85,-77.0,1
HURTO,-11.85,-76.54,1
HURTO,-11.85,-75.51,1
HURTO,-11.85,-75.39,2
HURTO,-11.85,-75.38,2
HURTO,-11.85,-74.69,1
HURTO,-11.84,-77.14,1
HURTO,-11.84,-77.13,1
HURTO,-11.84,-77.12,1
HURTO,-11.84,-77.11,2
HURTO,-11.84,-77.06,1
HURTO,-11.84,-77.03,1375
HURTO,-11.84,-75.4,1
HURTO,-11.84,-75.34,9
HURTO,-11.84,-75.28,1
HURTO,-11.84,-72.95,1
HURTO,-11.83,-77.15,2
HURTO,-11.83,-77.14,1
HURTO,-11.83,-77.13,304
HURTO,-11.83,-77.12,4
HURTO,-11.83,-77.11,1
HURTO,-11.83,-77.07,1
HURTO,-11.83,-77.04,1
HURTO,-11.83,-75.43,1
HURTO,-11.82,-77.13,2
HURTO,-11.82,-77.08,1
HURTO,-11.82,-76.77,238
HURTO,-11.82,-76.38,28
HURTO,-11.82,-75.54,1
HURTO,-11.82,-75.51,2
HURTO,-11.82,-75.45,1
HURTO,-11.82,-75.39,2
HURTO,-11.82,-75.3,1
HURTO,-11.81,-77.16,119
HURTO,-11.81,-76.63,1
HURTO,-11.81,-75.43,1
HURTO,-11.81,-75.42,4
HURTO,-11.8,-75.44,2
HURTO,-11.79,-77.16,1
HURTO,-11.79,-75.52,1
HURTO,-11.79,-75.49,1
HURTO,-11.78,-77.18,226
HURTO,-11.78,-75.5,7
HURTO,-11.78,-75.49,18
HURTO,-11.77,-76.3,1
HURTO,-11.77,-75.67,1
HURTO,-11.77,-75.5,59
HURTO,-11.77,-75.49,1
HURTO,-11.77,-75.48,1
HURTO,-11.77,-75.39,2
HURTO,-11.76,-76.31,1
HURTO,-11.76,-76.3,4
HURTO,-11.76,-75.53,1
HURTO,-11.76,-75.47,1
HURTO,-11.76,-75.44,1
HURTO,-11.76,-75.07,1
HURTO,-11.75,-76.29,1
HURTO,-11.75,-76.01,1
HURTO,-11.75,-75.43,1
HURTO,-11.74,-77.15,1
HURTO,-11.74,-76.06,1
HURTO,-11.74,-76.01,1
HURTO,-11.73,-76.26,1
HURTO,-11.73,-75.55,1
HURTO,-11.72,-77.16,1
HURTO,-11.72,-76.07,1
HURTO,-11.72,-75.59,2
HURTO,-11.71,-76.1,6
HURTO,-11.71,-74.8,1
HURTO,-11.7,-77.19,1
HURTO,-11.7,-76.94,1
HURTO,-11.69,-76.84,17
HURTO,-11.69,-76.1,4
HURTO,-11.68,-76.09,1
HURTO,-11.67,-76.15,1
HURTO,-11.66,-75.57,9
HURTO,-11.66,-69.24,2
HURTO,-11.65,-76.24,5
HURTO,-11.65,-74.97,1
HURTO,-11.64,-76.38,1
HURTO,-11.64,-76.23,8
HURTO,-11.63,-75.83,1
HURTO,-11.63,-75.69,1
HURTO,-11.61,-77.23,1
HURTO,-11.61,-76.04,1
HURTO,-11.61,-75.86,33
HURTO,-11.6,-77.26,1
HURTO,-11.6,-76.13,1
HURTO,-11.6,-76.12,1
HURTO,-11.59,-77.27,2
HURTO,-11.59,-77.26,2
HURTO,-11.59,-76.08,3
HURTO,-11.58,-77.27,2
HURTO,-11.58,-77.26,6
HURTO,-11.57,-77.27,7
HURTO,-11.57,-74.42,1
HURTO,-11.56,-77.27,4
HURTO,-11.56,-77.18,7
HURTO,-11.56,-77.17,1
HURTO,-11.56,-76.44,1
HURTO,-11.56,-75.99,5
HURTO,-11.55,-77.27,1
HURTO,-11.55,-75.95,1
HURTO,-11.54,-77.26,2
HURTO,-11.54,-76.12,8
HURTO,-11.54,-75.93,2
HURTO,-11.53,-77.25,159
HURTO,-11.53,-75.92,1
HURTO,-11.53,-75.9,2
HURTO,-11.53,-73.82,8
HURTO,-11.52,-75.91,3
HURTO,-11.52,-75.9,7
HURTO,-11.51,-77.3,1
HURTO,-11.51,-75.65,2
HURTO,-11.5,-77.23,2
HURTO,-11.5,-77.22,3
HURTO,-11.5,-77.21,7
HURTO,-11.5,-74.24,204
HURTO,-11.49,-77.3,3
HURTO,-11.49,-77.21,2
HURTO,-11.49,-77.2,1
HURTO,-11.48,-76.58,13
HURTO,-11.47,-77.35,1
HURTO,-11.46,-74.66,1
HURTO,-11.46,-74.65,6
HURTO,-11.45,-77.34,1
HURTO,-11.45,-77.22,87
HURTO,-11.45,-74.47,3
HURTO,-11.45,-73.03,1
HURTO,-11.44,-75.99,1
HURTO,-11.44,-74.52,2
HURTO,-11.44,-74.49,1
HURTO,-11.44,-74.48,2
HURTO,-11.44,-69.68,17
HURTO,-11.43,-75.92,1
HURTO,-11.43,-75.69,2
HURTO,-11.43,-75.65,109
HURTO,-11.43,-74.49,11
HURTO,-11.42,-75.78,1
HURTO,-11.42,-75.69,6
HURTO,-11.42,-74.49,1
HURTO,-11.42,-74.45,1
HURTO,-11.41,-75.68,2
HURTO,-11.41,-74.49,179
HURTO,-11.41,-69.49,1
HURTO,-11.4,-75.69,1
HURTO,-11.4,-75.68,1
HURTO,-11.4,-74.61,1
HURTO,-11.4,-69.49,3
HURTO,-11.39,-75.69,1
HURTO,-11.38,-76.38,1
HURTO,-11.38,-75.88,1
HURTO,-11.38,-75.78,1
HURTO,-11.38,-69.48,1
HURTO,-11.37,-75.69,1
HURTO,-11.35,-75.83,1
HURTO,-11.34,-74.53,2
HURTO,-11.34,-74.52,1
HURTO,-11.33,-75.67,3
HURTO,-11.33,-74.54,1
HURTO,-11.33,-74.53,47
HURTO,-11.33,-74.51,1
HURTO,-11.33,-74.48,1
HURTO,-11.32,-74.65,1
HURTO,-11.32,-74.54,4
HURTO,-11.32,-74.53,14
HURTO,-11.32,-74.52,3
HURTO,-11.31,-74.63,1
HURTO,-11.31,-73.0,1
HURTO,-11.29,-75.64,2
HURTO,-11.29,-74.63,1
HURTO,-11.27,-75.24,2
HURTO,-11.27,-74.64,1
HURTO,-11.27,-74.56,3
HURTO,-11.26,-74.65,1
HURTO,-11.26,-74.64,7
HURTO,-11.25,-77.43,1
HURTO,-11.25,-74.64,8
HURTO,-11.24,-74.64,3
HURTO,-11.24,-74.63,1
HURTO,-11.23,-77.38,1
HURTO,-11.23,-74.65,2
HURTO,-11.23,-74.62,99
HURTO,-11.22,-77.41,1
HURTO,-11.22,-76.59,1
HURTO,-11.22,-74.65,1
HURTO,-11.21,-74.67,1
HURTO,-11.21,-74.66,5
HURTO,-11.2,-77.57,1
HURTO,-11.2,-76.36,2
HURTO,-11.2,-74.66,1
HURTO,-11.19,-77.57,1
HURTO,-11.19,-77.45,1
HURTO,-11.19,-74.68,27
HURTO,-11.19,-74.66,1
HURTO,-11.18,-74.66,2
HURTO,-11.17,-76.0,1
HURTO,-11.17,-75.99,5
HURTO,-11.16,-76.01,1
HURTO,-11.16,-75.99,3
HURTO,-11.16,-75.41,41
HURTO,-11.15,-77.44,84
HURTO,-11.15,-74.82,1
HURTO,-11.14,-77.29,1
HURTO,-11.14,-77.2,1
HURTO,-11.14,-77.07,1
HURTO,-11.14,-74.31,2
HURTO,-11.13,-77.61,1
HURTO,-11.13,-77.21,25
HURTO,-11.13,-75.38,1
HURTO,-11.13,-75.37,2
HURTO,-11.13,-75.36,2
HURTO,-11.12,-77.61,10
HURTO,-11.12,-77.6,1
HURTO,-11.12,-77.59,3
HURTO,-11.12,-75.36,4
HURTO,-11.12,-75.35,2
HURTO,-11.11,-77.61,123
HURTO,-11.11,-77.6,2
HURTO,-11.11,-77.59,1
HURTO,-11.1,-77.61,3
HURTO,-11.1,-77.6,2
HURTO,-11.1,-77.59,1
HURTO,-11.09,-77.62,3
HURTO,-11.09,-77.61,29
HURTO,-11.09,-77.6,1
HURTO,-11.09,-77.59,2
HURTO,-11.09,-77.57,1
HURTO,-11.09,-74.7,2
HURTO,-11.08,-75.33,1
HURTO,-11.08,-75.32,1
HURTO,-11.07,-77.6,41
HURTO,-11.07,-77.59,1
HURTO,-11.07,-77.52,1
HURTO,-11.07,-75.34,6
HURTO,-11.06,-77.6,4
HURTO,-11.06,-75.34,2
HURTO,-11.06,-75.33,144
HURTO,-11.05,-75.33,3
HURTO,-11.05,-75.32,1
HURTO,-11.04,-77.59,1
HURTO,-11.04,-75.32,1
HURTO,-11.03,-77.61,1
HURTO,-11.03,-76.98,1
HURTO,-11.03,-75.32,1
HURTO,-11.02,-77.65,1
HURTO,-11.02,-77.64,6
HURTO,-11.02,-77.63,24
HURTO,-11.02,-77.08,1
HURTO,-11.02,-75.87,1
HURTO,-11.02,-74.72,1
HURTO,-11.01,-75.36,1
HURTO,-11.0,-76.37,1
HURTO,-11.0,-73.95,1
HURTO,-10.99,-76.71,1
HURTO,-10.99,-75.34,1
HURTO,-10.99,-74.98,1
HURTO,-10.97,-76.41,11
HURTO,-10.96,-77.64,1
HURTO,-10.95,-77.65,1
HURTO,-10.95,-77.1,1
HURTO,-10.95,-76.07,2
HURTO,-10.95,-75.23,96
HURTO,-10.95,-74.85,1
HURTO,-10.95,-74.81,119
HURTO,-10.94,-74.87,2
HURTO,-10.93,-77.65,2
HURTO,-10.93,-76.74,1
HURTO,-10.93,-75.28,1
HURTO,-10.93,-74.89,1
HURTO,-10.93,-74.88,4
HURTO,-10.93,-74.87,14
HURTO,-10.92,-77.65,2
HURTO,-10.92,-76.06,1
HURTO,-10.92,-74.89,1
HURTO,-10.92,-74.88,10
HURTO,-10.92,-74.87,7
HURTO,-10.91,-75.3,1
HURTO,-10.91,-74.89,2
HURTO,-10.9,-76.28,5
HURTO,-10.9,-74.95,1
HURTO,-10.9,-74.91,1
HURTO,-10.9,-74.9,1
HURTO,-10.9,-74.83,1
HURTO,-10.89,-77.52,1
HURTO,-10.89,-75.3,1
HURTO,-10.89,-75.29,1
HURTO,-10.88,-72.71,18
HURTO,-10.86,-76.11,2
HURTO,-10.86,-75.29,4
HURTO,-10.86,-75.26,1
HURTO,-10.85,-77.69,1
HURTO,-10.84,-77.61,1
HURTO,-10.84,-76.8,6
HURTO,-10.83,-76.89,1
HURTO,-10.82,-77.72,1
HURTO,-10.82,-76.88,3
HURTO,-10.81,-77.72,33
HURTO,-10.81,-77.71,1
HURTO,-10.81,-77.7,1
HURTO,-10.81,-76.88,1
HURTO,-10.81,-76.87,1
HURTO,-10.81,-76.75,1
HURTO,-10.81,-75.22,1
HURTO,-10.8,-77.74,33
HURTO,-10.8,-77.72,12
HURTO,-10.8,-77.71,13
HURTO,-10.8,-77.7,1
HURTO,-10.8,-75.88,4
HURTO,-10.79,-77.74,1
HURTO,-10.79,-77.72,1
HURTO,-10.79,-77.71,2
HURTO,-10.79,-77.67,1
HURTO,-10.79,-77.57,2
HURTO,-10.79,-77.54,2
HURTO,-10.79,-76.91,1
HURTO,-10.79,-76.29,1
HURTO,-10.79,-76.24,1
HURTO,-10.79,-74.83,1
HURTO,-10.78,-77.75,1
HURTO,-10.78,-76.29,1
HURTO,-10.78,-76.25,1
HURTO,-10.78,-76.24,1
HURTO,-10.78,-71.46,1
HURTO,-10.77,-77.76,376
HURTO,-10.77,-77.74,1
HURTO,-10.77,-77.64,1
HURTO,-10.77,-76.27,1
HURTO,-10.77,-76.26,1
HURTO,-10.77,-75.81,2
HURTO,-10.77,-75.79,1
HURTO,-10.76,-77.77,3
HURTO,-10.76,-77.76,9
HURTO,-10.76,-77.75,3
HURTO,-10.76,-77.56,1
HURTO,-10.76,-76.26,1
HURTO,-10.75,-77.77,7
HURTO,-10.75,-77.76,38
HURTO,-10.75,-77.75,4
HURTO,-10.75,-77.74,1
HURTO,-10.75,-77.63,1
HURTO,-10.75,-77.58,1
HURTO,-10.75,-77.56,1
HURTO,-10.75,-76.26,4
HURTO,-10.75,-76.25,9
HURTO,-10.75,-75.29,38
HURTO,-10.74,-77.77,1
HURTO,-10.74,-77.76,1
HURTO,-10.74,-77.75,1
HURTO,-10.74,-77.74,1
HURTO,-10.74,-75.27,1
HURTO,-10.74,-73.78,59
HURTO,-10.73,-77.19,1
HURTO,-10.72,-77.77,1
HURTO,-10.72,-77.6,1
HURTO,-10.72,-76.87,2
HURTO,-10.72,-76.41,1
HURTO,-10.7,-77.79,1
HURTO,-10.7,-77.78,33
HURTO,-10.69,-76.27,2
HURTO,-10.69,-76.26,18
HURTO,-10.69,-76.25,36
HURTO,-10.69,-76.24,2
HURTO,-10.68,-76.8,1
HURTO,-10.68,-76.35,1
HURTO,-10.68,-76.26,8
HURTO,-10.68,-76.25,6
HURTO,-10.68,-76.24,3
HURTO,-10.67,-76.27,3
HURTO,-10.67,-76.26,4
HURTO,-10.67,-76.25,12
HURTO,-10.67,-76.24,18
HURTO,-10.66,-77.82,79
HURTO,-10.66,-76.26,5
HURTO,-10.66,-76.25,1
HURTO,-10.66,-76.17,1
HURTO,-10.65,-77.49,3
HURTO,-10.65,-76.3,1
HURTO,-10.65,-76.16,1
HURTO,-10.64,-77.52,1
HURTO,-10.64,-75.96,2
HURTO,-10.64,-75.95,2
HURTO,-10.63,-75.93,1
HURTO,-10.62,-77.68,1
HURTO,-10.62,-77.04,2
HURTO,-10.62,-76.99,2
HURTO,-10.62,-76.18,1
HURTO,-10.62,-75.51,16
HURTO,-10.56,-76.57,14
HURTO,-10.56,-76.16,1
HURTO,-10.55,-76.77,8
HURTO,-10.55,-76.15,9
HURTO,-10.52,-75.4,81
HURTO,-10.5,-76.19,3
HURTO,-10.49,-76.52,1
HURTO,-10.49,-76.51,1
HURTO,-10.48,-76.34,1
HURTO,-10.48,-75.94,1
HURTO,-10.47,-76.14,8
HURTO,-10.46,-76.46,2
HURTO,-10.45,-76.21,1
HURTO,-10.44,-76.19,2
HURTO,-10.41,-76.43,1
HURTO,-10.4,-77.4,1
HURTO,-10.38,-77.36,3
HURTO,-10.37,-76.45,2
HURTO,-10.35,-76.18,1
HURTO,-10.34,-76.42,2
HURTO,-10.34,-76.18,2
HURTO,-10.33,-76.11,2
HURTO,-10.33,-75.51,11
HURTO,-10.32,-76.19,11
HURTO,-10.32,-74.98,22
HURTO,-10.31,-77.62,1
HURTO,-10.3,-77.11,1
HURTO,-10.29,-77.59,1
HURTO,-10.29,-76.16,1
HURTO,-10.28,-77.5,3
HURTO,-10.27,-71.76,4
HURTO,-10.22,-77.15,7
HURTO,-10.22,-76.6,1
HURTO,-10.21,-76.37,1
HURTO,-10.2,-77.5,1
HURTO,-10.2,-77.03,1
HURTO,-10.2,-76.27,3
HURTO,-10.19,-77.34,1
HURTO,-10.19,-75.23,8
HURTO,-10.18,-77.47,1
HURTO,-10.18,-76.17,1
HURTO,-10.17,-77.62,1
HURTO,-10.17,-76.58,1
HURTO,-10.17,-75.85,1
HURTO,-10.16,-77.16,1
HURTO,-10.16,-76.24,1
HURTO,-10.16,-76.23,3
HURTO,-10.16,-76.19,1
HURTO,-10.15,-77.16,3
HURTO,-10.15,-77.15,1
HURTO,-10.15,-77.02,1
HURTO,-10.15,-76.19,2
HURTO,-10.15,-76.14,60
HURTO,-10.14,-75.89,30
HURTO,-10.13,-77.3,1
HURTO,-10.13,-76.21,5
HURTO,-10.13,-76.2,5
HURTO,-10.12,-77.16,1
HURTO,-10.12,-76.45,1
HURTO,-10.12,-76.21,3
HURTO,-10.11,-77.05,1
HURTO,-10.11,-77.03,2
HURTO,-10.11,-76.6,1
HURTO,-10.11,-76.21,2
HURTO,-10.1,-76.63,1
HURTO,-10.09,-77.54,1
HURTO,-10.09,-77.47,1
HURTO,-10.09,-77.15,1
HURTO,-10.08,-76.74,3
HURTO,-10.08,-76.21,1
HURTO,-10.07,-78.15,62
HURTO,-10.07,-76.78,2
HURTO,-10.07,-76.64,2
HURTO,-10.07,-76.23,1
HURTO,-10.07,-76.21,1
HURTO,-10.07,-76.2,2
HURTO,-10.06,-78.14,1
HURTO,-10.06,-76.22,1
HURTO,-10.05,-76.74,2
HURTO,-10.05,-76.22,1
HURTO,-10.04,-76.53,1
HURTO,-10.04,-76.22,2
HURTO,-10.02,-78.03,1
HURTO,-10.01,-76.53,2
HURTO,-10.01,-76.52,2
HURTO,-10.0,-76.24,1
HURTO,-10.0,-76.06,2
HURTO,-9.99,-76.5,1
HURTO,-9.99,-76.29,1
HURTO,-9.99,-76.24,3
HURTO,-9.98,-76.25,2
HURTO,-9.98,-76.24,2
HURTO,-9.97,-77.13,2
HURTO,-9.97,-76.4,1
HURTO,-9.97,-76.25,104
HURTO,-9.97,-76.24,3
HURTO,-9.96,-77.1,1
HURTO,-9.96,-76.25,14
HURTO,-9.96,-76.24,1
HURTO,-9.95,-76.99,8
HURTO,-9.95,-76.26,3
HURTO,-9.95,-76.25,27
HURTO,-9.95,-76.24,3
HURTO,-9.95,-73.71,8
HURTO,-9.94,-77.54,2
HURTO,-9.94,-76.26,3
HURTO,-9.94,-76.25,33
HURTO,-9.94,-76.24,16
HURTO,-9.94,-76.23,399
HURTO,-9.93,-77.68,1
HURTO,-9.93,-76.69,1
HURTO,-9.93,-76.25,24
HURTO,-9.93,-76.24,350
HURTO,-9.93,-76.23,1
HURTO,-9.92,-76.25,3
HURTO,-9.92,-76.24,32
HURTO,-9.92,-76.23,12
HURTO,-9.91,-76.79,8
HURTO,-9.91,-76.23,4
HURTO,-9.91,-76.02,5
HURTO,-9.9,-76.94,6
HURTO,-9.9,-76.23,4
HURTO,-9.9,-76.22,2
HURTO,-9.9,-75.99,3
HURTO,-9.89,-76.95,1
HURTO,-9.89,-76.23,1
HURTO,-9.89,-76.22,1
HURTO,-9.89,-76.2,1
HURTO,-9.89,-74.95,47
HURTO,-9.88,-76.81,1
HURTO,-9.88,-76.51,1
HURTO,-9.88,-76.21,1
HURTO,-9.88,-76.2,1
HURTO,-9.88,-76.18,1
HURTO,-9.88,-76.15,1
HURTO,-9.87,-76.42,2
HURTO,-9.87,-76.15,1
HURTO,-9.87,-76.03,3
HURTO,-9.87,-76.0,1
HURTO,-9.86,-76.89,1
HURTO,-9.86,-76.88,1
HURTO,-9.86,-76.61,1
HURTO,-9.85,-76.2,1
HURTO,-9.85,-76.1,1
HURTO,-9.85,-76.02,1
HURTO,-9.84,-76.8,2
HURTO,-9.84,-76.21,1
HURTO,-9.84,-76.14,1
HURTO,-9.84,-76.12,3
HURTO,-9.84,-76.1,4
HURTO,-9.84,-75.9,2
HURTO,-9.83,-76.23,1
HURTO,-9.83,-76.15,1
HURTO,-9.83,-76.1,3
HURTO,-9.83,-76.09,2
HURTO,-9.82,-76.8,1
HURTO,-9.81,-76.84,3
HURTO,-9.81,-76.55,2
HURTO,-9.8,-77.68,1
HURTO,-9.8,-77.43,1
HURTO,-9.8,-76.07,2
HURTO,-9.79,-76.57,2
HURTO,-9.79,-76.08,1
HURTO,-9.77,-77.46,1
HURTO,-9.77,-77.44,1
HURTO,-9.77,-76.21,1
HURTO,-9.77,-70.71,3
HURTO,-9.76,-77.54,1
HURTO,-9.76,-77.44,2
HURTO,-9.76,-76.66,1
HURTO,-9.76,-75.77,1
HURTO,-9.75,-76.81,1
HURTO,-9.74,-76.12,34
HURTO,-9.73,-77.47,8
HURTO,-9.72,-77.46,2
HURTO,-9.72,-77.45,2
HURTO,-9.69,-76.83,2
HURTO,-9.67,-77.11,12
HURTO,-9.65,-77.91,1
HURTO,-9.61,-76.9,14
HURTO,-9.6,-76.72,1
HURTO,-9.6,-74.86,10
HURTO,-9.58,-77.71,1
HURTO,-9.58,-77.03,1
HURTO,-9.57,-77.17,1
HURTO,-9.56,-77.53,410
HURTO,-9.56,-77.21,1
HURTO,-9.56,-77.2,3
HURTO,-9.56,-77.17,1
HURTO,-9.55,-77.17,1
HURTO,-9.55,-76.82,2
HURTO,-9.55,-76.81,1
HURTO,-9.54,-77.53,15
HURTO,-9.54,-77.52,6
HURTO,-9.54,-76.74,1
HURTO,-9.53,-77.96,1
HURTO,-9.53,-77.54,3
HURTO,-9.53,-77.53,99
HURTO,-9.53,-77.52,10
HURTO,-9.53,-77.16,3
HURTO,-9.53,-77.04,1
HURTO,-9.53,-75.45,9
HURTO,-9.52,-78.35,3
HURTO,-9.52,-78.25,1
HURTO,-9.52,-78.03,1
HURTO,-9.52,-78.02,1
HURTO,-9.52,-77.99,1
HURTO,-9.52,-77.83,1
HURTO,-9.52,-77.54,2
HURTO,-9.52,-77.53,43
HURTO,-9.52,-77.52,2
HURTO,-9.52,-77.16,1
HURTO,-9.52,-77.14,1
HURTO,-9.51,-78.36,5
HURTO,-9.51,-78.06,2
HURTO,-9.51,-78.02,1
HURTO,-9.51,-78.0,11
HURTO,-9.51,-77.99,1
HURTO,-9.51,-77.98,4
HURTO,-9.51,-77.55,5
HURTO,-9.51,-77.54,1
HURTO,-9.51,-77.53,6
HURTO,-9.51,-77.52,3
HURTO,-9.51,-77.51,1
HURTO,-9.5,-77.54,2
HURTO,-9.5,-77.53,3
HURTO,-9.5,-77.52,1
HURTO,-9.5,-77.51,1
HURTO,-9.5,-77.15,2
HURTO,-9.49,-78.27,1
HURTO,-9.49,-77.54,9
HURTO,-9.49,-77.53,113
HURTO,-9.49,-76.82,1
HURTO,-9.48,-78.31,1
HURTO,-9.48,-78.3,2
HURTO,-9.48,-78.29,1
HURTO,-9.48,-78.28,2
HURTO,-9.48,-78.22,1
HURTO,-9.48,-77.54,6
HURTO,-9.47,-78.31,1
HURTO,-9.47,-78.3,9
HURTO,-9.47,-78.29,1
HURTO,-9.47,-77.54,5
HURTO,-9.47,-77.24,2
HURTO,-9.46,-78.38,1
HURTO,-9.46,-78.3,4
HURTO,-9.45,-78.35,1
HURTO,-9.45,-78.23,1
HURTO,-9.45,-78.22,1
HURTO,-9.45,-77.63,4
HURTO,-9.44,-78.21,2
HURTO,-9.44,-77.55,1
HURTO,-9.44,-76.76,1
HURTO,-9.44,-76.08,7
HURTO,-9.44,-74.14,1
HURTO,-9.43,-78.2,1
HURTO,-9.43,-77.08,1
HURTO,-9.41,-77.57,1
HURTO,-9.4,-77.58,2
HURTO,-9.4,-77.54,7
HURTO,-9.39,-77.58,3
HURTO,-9.39,-77.12,1
HURTO,-9.39,-76.0,1
HURTO,-9.38,-77.6,1
HURTO,-9.38,-77.59,4
HURTO,-9.37,-78.41,1
HURTO,-9.37,-78.14,3
HURTO,-9.37,-77.59,1
HURTO,-9.37,-77.14,1
HURTO,-9.37,-74.96,1
HURTO,-9.36,-78.15,1
HURTO,-9.36,-77.63,2
HURTO,-9.36,-77.6,3
HURTO,-9.36,-77.08,1
HURTO,-9.35,-77.56,1
HURTO,-9.35,-77.17,3
HURTO,-9.34,-78.4,1
HURTO,-9.34,-78.29,162
HURTO,-9.34,-77.6,2
HURTO,-9.33,-77.6,1
HURTO,-9.33,-77.19,1
HURTO,-9.33,-77.09,1
HURTO,-9.32,-77.6,1
HURTO,-9.32,-76.0,1
HURTO,-9.32,-75.99,1
HURTO,-9.31,-77.61,1
HURTO,-9.31,-76.01,1
HURTO,-9.31,-76.0,2
HURTO,-9.3,-77.62,1
HURTO,-9.3,-77.57,3
HURTO,-9.3,-76.0,14
HURTO,-9.3,-75.99,1
HURTO,-9.3,-74.81,25
HURTO,-9.29,-77.64,2
HURTO,-9.29,-77.61,4
HURTO,-9.29,-76.0,4
HURTO,-9.29,-75.99,1
HURTO,-9.28,-77.65,12
HURTO,-9.28,-77.64,4
HURTO,-9.28,-77.63,1
HURTO,-9.28,-76.41,1
HURTO,-9.28,-76.4,1
HURTO,-9.28,-76.01,1
HURTO,-9.27,-77.6,39
HURTO,-9.27,-75.99,1
HURTO,-9.27,-75.82,8
HURTO,-9.26,-77.68,1
HURTO,-9.26,-77.66,3
HURTO,-9.26,-77.13,1
HURTO,-9.26,-76.42,9
HURTO,-9.25,-78.48,9
HURTO,-9.25,-76.72,1
HURTO,-9.22,-76.21,1
HURTO,-9.21,-77.69,9
HURTO,-9.21,-76.04,29
HURTO,-9.21,-75.98,9
HURTO,-9.2,-78.39,1
HURTO,-9.2,-77.62,1
HURTO,-9.2,-77.22,8
HURTO,-9.19,-77.71,1
HURTO,-9.19,-76.93,2
HURTO,-9.18,-78.56,1
HURTO,-9.18,-77.69,1
HURTO,-9.17,-78.36,4
HURTO,-9.17,-77.73,1
HURTO,-9.17,-77.72,2
HURTO,-9.17,-77.67,1
HURTO,-9.17,-77.38,7
HURTO,-9.17,-75.96,1
HURTO,-9.16,-78.35,1
HURTO,-9.16,-78.2,1
HURTO,-9.16,-77.37,6
HURTO,-9.16,-75.97,1
HURTO,-9.15,-78.5,2
HURTO,-9.15,-78.28,59
HURTO,-9.15,-78.19,3
HURTO,-9.15,-78.18,1
HURTO,-9.15,-78.14,1
HURTO,-9.15,-77.82,2
HURTO,-9.15,-77.75,1
HURTO,-9.15,-77.74,1
HURTO,-9.15,-75.97,1
HURTO,-9.14,-78.5,2
HURTO,-9.14,-78.19,2
HURTO,-9.14,-78.18,6
HURTO,-9.14,-78.14,1
HURTO,-9.14,-77.75,8
HURTO,-9.14,-77.74,7
HURTO,-9.14,-77.71,1
HURTO,-9.14,-75.87,1
HURTO,-9.13,-78.55,1
HURTO,-9.13,-78.54,3
HURTO,-9.13,-78.53,4
HURTO,-9.13,-78.52,284
HURTO,-9.13,-78.51,1
HURTO,-9.13,-78.5,1
HURTO,-9.13,-78.48,1
HURTO,-9.13,-78.19,1
HURTO,-9.13,-78.18,2
HURTO,-9.13,-78.17,3
HURTO,-9.13,-77.76,1
HURTO,-9.12,-78.55,5
HURTO,-9.12,-78.54,14
HURTO,-9.12,-78.53,3
HURTO,-9.12,-78.52,1
HURTO,-9.12,-78.51,1
HURTO,-9.12,-78.49,1
HURTO,-9.12,-76.99,1
HURTO,-9.11,-78.56,2
HURTO,-9.11,-78.55,3
HURTO,-9.11,-78.54,6
HURTO,-9.11,-78.53,8
HURTO,-9.11,-78.45,1
HURTO,-9.11,-77.82,1
HURTO,-9.11,-77.81,1
HURTO,-9.11,-77.77,1
HURTO,-9.11,-77.72,35
HURTO,-9.11,-77.33,24
HURTO,-9.11,-76.09,257
HURTO,-9.1,-78.57,2
HURTO,-9.1,-78.56,37
HURTO,-9.1,-78.55,1
HURTO,-9.1,-78.54,1
HURTO,-9.1,-78.53,4
HURTO,-9.1,-77.81,1
HURTO,-9.1,-77.8,1
HURTO,-9.1,-77.69,1
HURTO,-9.1,-77.38,1
HURTO,-9.1,-77.33,2
HURTO,-9.09,-78.58,2
HURTO,-9.09,-78.57,9
HURTO,-9.09,-78.56,6
HURTO,-9.09,-78.55,1
HURTO,-9.09,-77.77,1
HURTO,-9.08,-78.6,9
